dia_semana;mes;temporada;cidade;UF;regiao;pais;motivo;outro_motivo;selazer_atrativo;selazer_outro;senegocios_motivo;senegocios_outro;secongresso_motivo;secongresso_outro;atividades;atividades_outro;compahia;companhia_outro;organizacao_viagem;organizacao_viagem_outro;fonte_info;fonte_info_outro;pernoite;hospedagem;hospedagem_outro;reserva_hospdagem;reserva_hospedagem_outro;qt_pernoite;visita_outra_cidade;Cidade1;Cidade2;Cidade3;Cidade4;Cidade5;senao_motivo;senao_motivo_outro;agencia_passeiolocal;reserva_agencia;reserva_agencia_outro;guia_turismo;reserva_guia;reserva_guia_outro;g_transporteinterno;g_hospedagem;g_alimentacao;g_atrativosepasseios;g_compras;g_outros;g_total;g_totaldiario;g_totaldiarioind;obs_gastos;pessoasnosgastos;meio_transp_chegada;meio_transp_chegada_outro;meio_transp_interno;meio_transp_interno_outro;excpectativas;motivo_expectativas_negativas;1vez_na_cidade;visitou_3_anos;pretensao_retorno;motivo_retorno;motivo_retorno_outro;n_seguranca;n_acesso;n_transppubico;n_limpezaatrativos;n_comercio;n_qualidadehospedagem;n_atrativos;n_informacaoturistica;n_silizacaoturistica;n_opcpesdelazer;n_qualidadeprofguias;n_hospitalidade;n_gastronomia;n_precos;n_telefonia_internet;1_imagem;padrao;proxima_viagem;proxima_viagem_outro;id_genero;id_genero_outro;estado_civil;idade;instrucao;instrucao_outro;merc_trabalho;renda;dependente;Local;GPS;GPS2
quarta;novembro;alta;Itajai;SC;Sul;Brasil;Congressos e Convencoes;0;;;;;Qualificar profissionalmente;;"Compra de produtos artesanais locais;Compra de produtos artesanais locais";;Amigos;;Sem pacote_eu mesmo(a) organizei;;Guias Turisticos impressos;;Sim;Albergue/Hostel;;Sites de reserva (Booking. Tripadvisor. Trivago. Hoteis.com...);;2;Nao;;;;;;Nao tenho informacao sobre outras cidades;;Sim;;;Nao_nao vou contratar;;;50;;0;0;0;0;50;25;12.5;;2;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;5;10;8;10;10;;10;7;6;7;;10;10;8;8;Falta de Seguranca;;Sol e praia;;Feminino;;Casado;44;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);2;Rodoviaria;;
quarta;novembro;alta;Salvador;BA;Nordeste;Brasil;Negocios;0;;;Reuniao de trabalho;;;;Visitar museu- monumentos historicos;;Viajou so;;Empresa onde trabalha;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Sites de reserva (Booking. Tripadvisor. Trivago. Hoteis.com...);;4;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;80;;150;0;0;0;230;46;46;;1;Onibus rodoviario;;Onibus coletivo;;Atendeu plenamente;;Nao;Sim;Sim;Visita a amigos e parentes;;4;9;9;6;9;;10;;;10;;;;10;10;Oportunidades;;Sol e praia;;Masculino;;Solteiro;20;Ensino medio completo;;Outro;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Rodoviaria;;
quarta;novembro;alta;Guaritingueta;SP;Sudeste;Brasil;Lazer  passeio;0;Outro;NS;;;;;"City tour;Participacao em festas populares;Visitar produtores de comida local";;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;Sites de reserva (Booking. Tripadvisor. Trivago. Hoteis.com...);;1;Sim;Sao Lourenco;Lavras;Santa Rita do Passa Quatro;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;14;0;0;0;14;14;14;;1;Onibus rodoviario;;Onibus coletivo;;Atendeu plenamente;;Nao;Sim;Sim;Visita a amigos e parentes;;1;10;10;10;10;;;;;;;10;10;3;10;NR;;Nao sabe;;Masculino;;Casado;69;Sem instrucao formal;;Aposentado(a)/Pensionista;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);2;Rodoviaria;;
quarta;julho;baixa;Dom Feliciano;RS;Sul;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;Visitar museu- monumentos historicos;Visitar a Pampulha ;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;5;Sim;Ouro Preto;Diamantina;Sao Joao del Rei;Mariana;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;150;100;0;0;250;83.33;27.78;;3;Carro de amigos ou Parentes;;Carro de amigos ou Parentes;;Atendeu em parte;;Nao;Sim;Sim;Visita a amigos e parentes;;7;6;6;6;7;;7;7;7;8;;8;8;6;6;Mineirao;;Nao sabe;;Masculino;;Solteiro;29;Ensino Superior completo;; Desempregado;Acima de 10 SM (R$ 9.540.00);4;Rodoviaria;;
quarta;julho;baixa;Curitiba ;PR;Sul;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;Visitar museu- monumentos historicos;;Casal;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Albergue/Hostel;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;4;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;80;0;100;0;180;25.71;5.14;;5;Onibus rodoviario;;Carro de amigos ou Parentes;;Atendeu plenamente;;Sim;;Sim;Visita a amigos e parentes;;6;9;;8;8;;10;;8;8;;8;8;8;5;Shoppings;;Nao sabe;;Feminino;;Casado;44;Ensino Superior completo;;Funcionario(a) publico(a);Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Rodoviaria;;
quarta;julho;baixa;Blumenau;SC;Sul;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos;Compra de produtos artesanais locais;City tour";;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Albergue/Hostel;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;6;Sim;Ouro Preto;Brumadinho;Mariana;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;20;;50;0;100;0;170;170;170;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Outro;Compras;5;7;9;2;5;;7;8;9;9;;10;6;9;10;Pampulha ;;Sol e praia;;Masculino;;Solteiro;22;Ensino medio completo;;Estuda;Acima de 10 SM (R$ 9.540.00);6;Rodoviaria;;
quarta;julho;baixa;Amsterda;Outro pais;Outro pais;Holanda;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar museu- monumentos historicos;Compra de produtos artesanais locais";;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;2;Sim;Ouro Preto;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;25;;10;0;0;0;35;5;5;;1;Onibus rodoviario;;Onibus coletivo;; Nao satisfez;Foi assaltada.  o que gerou receio no restante da viagem;Nao;Sim;Sim;Visita a amigos e parentes;;8;9;9;8;9;;10;9;7;9;;10;9;9;8;Pampulha ;;Visitar locais historicos e culturais;;Feminino;;Casado;54;Ensino medio completo;; Desempregado;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Rodoviaria;;
quarta;julho;baixa;Campinas;SP;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Qualificar profissionalmente;;"Visitar museu- monumentos historicos;Compra de produtos artesanais locais";;Amigos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;80;;50;0;500;0;630;105;26.25;;4;Onibus rodoviario;;Onibus coletivo;;Atendeu plenamente;;Sim;;Sim;Visita a amigos e parentes;;6;8;6;6;7;;8;6;8;7;;8;7;8;8;NR;;Contato com a natureza;Parqu;Feminino;;Casado;40;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);4;Rodoviaria;;
quarta;julho;baixa;Florianopolis;SC;Sul;Brasil;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar museu- monumentos historicos;Compra de produtos artesanais locais";;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;2;Sim;Congonhas do Campo;Mariana;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;36;;50;0;0;0;86;86;86;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;8;8;;6;8;;9;9;9;9;;10;10;7;8;Pao de queijo ;;Contato com a natureza;;Feminino;;Casado;48;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Acima de 10 SM (R$ 9.540.00);2;Rodoviaria;;
quarta;julho;baixa;Rio de janeiro;RJ;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;"Visitar museu- monumentos historicos;City tour";;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Casa/quarto alugado;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;3;Sim;Ouro Preto;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;;100;0;0;0;200;200;100;;2;Onibus rodoviario;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Lazer;;4;6;;7;8;;;;8;;;8;10;8;5;Mercado Central;;Nao sabe;;Feminino;;Divorciado/ Separado;38;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);1;Rodoviaria;;
quarta;julho;baixa;Buenos Aires;Outro pais;Outro pais;Argentina;Lazer  passeio;0;Visitar locais e festas historico-cultural;;;;;;"Visitar parques naturais; Visita museu- monumentos historicos; Compra de produtos artesanais locais";;Casal;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;6;Sim;Ouro preto;Mariana;Brumadinho;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;160;;180;0;220;0;560;140;140;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Outro;Cursos ;8;8;;10;10;;10;10;10;10;;10;10;8;8;Pampulha ;;Nao sabe;;Feminino;;Solteiro;22;Ensino medio completo;;Estuda;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Rodoviaria;;
quarta;setembro;alta;Resende ;RJ;Sudeste;Brasil;Negocios;0;;;Firmar convenios;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;2;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;;100;0;0;0;400;400;400;;1;Aviao;;Veiculo Alugado;;Atendeu em parte;;Sim;;Nao sabe;;;10;10;10;5;10;;10;10;10;10;;10;10;10;10;Mineiros;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Solteiro;29;Ensino Superior completo;;Conta-propria temporario (bico);Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-19.6299485;-43.9646519
quarta;julho;baixa;Sao Bernardo do Campo ;SP;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Outro;Alojamento da empresa ;;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;;100;0;400;0;700;70;17.5;;4;Carro de amigos ou Parentes;;Carro de amigos ou Parentes;;Atendeu plenamente;;Nao;Sim;Sim;Visita a amigos e parentes;;5;10;5;10;10;;10;10;10;10;;10;10;6;10;Queijo com doce de leite;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;49;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Aeroporto;-19.6299485;-43.9646519
quarta;julho;baixa;Vicosa;MG;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Outro;Alojamento da empresa onde prestou servico;;;2;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;55;0;60;0;115;115;115;;1;Aviao;;Onibus de turismo/excursao;;Superou;;Sim;;Sim;Lazer;;8;9;;10;9;;10;8;6;7;;9;7;5;10;Palacio das artes;; Eventos/ Festivais;;Masculino;;Solteiro;19;Ensino medio completo;;Estuda;Nao possui renda;;Aeroporto;-19.6272289;-43.966996
quarta;setembro;alta;Bom Despacho;MG;Sudeste;Brasil;Saude: tratamento  consulta medica;0;;;;;;;Outro;Consulta medica;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Outro;Indicacao do medico;Nao;;;;;;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;90;;60;130;300;0;580;116;58;;2;Aviao;;Transporte privado por aplicativos ;;Nao respondeu;;Nao;Sim;Sim;Visita a amigos e parentes;;6;8;7;3;10;;9;3;4;5;;9;8;4;10;Pao de queijo;;Visitar locais historicos e culturais;;Masculino;;Casado;37;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);4;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Patos de Minas;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Outro;Passeio no centro da cidade ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;5;Sim;Contagem ;Sao Joaquim de Bicas ;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;600;;100;0;300;0;1000;66.67;33.33;;2;Aviao;;Carro de amigos ou Parentes;;Atendeu plenamente;;Sim;;Nao sabe;;;6;9;10;6;10;;10;10;3;10;;10;10;5;10;Barzinhos;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;32;Ensino medio completo;;Autonomo;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-19.6299485;-43.9646519
quarta;setembro;alta;Vale do Jequitinhonha ;MG;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Outro;Procura de trabalho;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;3;Nao;;;;;;Condicao financeira;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;90;0;0;0;90;90;45;;2;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Sim;;Nao sabe;;;5;10;;5;6;;10;10;10;10;;10;10;5;10;Nao sabe;;Nao sabe;;Feminino;;Casado;29;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Timoteo ;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;"Visitar parques naturais;Outro";Visita a Feira hippie . Mercado Central ;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Sim;Contagem;Betim;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;27;0;0;0;27;27;27;;1;Aviao;;Veiculo Alugado;;Atendeu em parte;;Sim;;Nao;;;5;8;;5;5;;4;8;10;;;10;10;7;10;Nao sabe;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;46;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);4;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Desterro do Melo ;MG;Sudeste;Brasil;Lazer  passeio;0;Participar de shows_eventos ou vida noturna;;;;;;Outro;Visita a lojas de musica ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;2;Sim;Caete;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;80;0;160;0;240;34.29;34.29;;1;Onibus de turismo/excursao;;Onibus de turismo/excursao;;Decepcionou;Nao quis responder;Nao;Sim;Sim;Visita a amigos e parentes;;2;;4;5;10;;10;10;10;10;;9;10;5;10;Cidade bonita;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Divorciado/ Separado;45;Ensino medio completo;;Autonomo;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);1;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Rio de Janeiro;RJ;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Outro;Visita a parentes;Familiares sem filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;2;Sim;Lagoa Santa;Pedro Leopoldo ;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;;50;0;250;0;400;133.33;66.67;;2;Aviao;;Carro de amigos ou Parentes;;Atendeu plenamente;;Nao;Sim;Sim;Visita a amigos e parentes;;8;10;9;6;;;10;10;10;;;10;7;10;9;Comida de mae;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;32;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Juiz de Fora;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Diversao noturna;Visita a Praca da Estacao e Shopping ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Casa de amigos e parentes;;;;5;Sim;Contagem ;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;200;0;0;0;200;200;200;;1;Aviao;;Veiculo Alugado;;Atendeu em parte;;Sim;;Sim;Negocios;;5;9;;7;9;;10;10;10;;;10;10;5;10;Pao de queijo;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;40;Ensino fundamental completo;;Empregador (mais de 2 empregados);Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Sete Lagoas ;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Outro;Visita a shopping ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;;60;150;0;0;410;58.57;29.29;;2;Aviao;;Carro de amigos ou Parentes;;Atendeu em parte;;Nao;Sim;Sim;Visita a amigos e parentes;;4;10;10;2;;;8;8;9;9;;10;7;4;10;Nao sabe;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;52;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);4;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Guape;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Outro;Visita a shopping ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;3;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;400;;90;0;0;0;490;490;490;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Nao;Sim;Nao;;;10;10;;5;10;;10;5;6;;;8;8;6;10;Gastronomia;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Casado;43;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);2;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Pirapora ;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Outro;Visita a Shopping ;Familiares sem filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;7;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;;100;150;0;0;550;78.57;78.57;;1;Carro de amigos ou Parentes;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Nao;;;5;10;5;3;5;;6;10;10;8;;10;10;5;10;Familia;;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;28;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Aeroporto;-19.6272289;-43.966996
quarta;julho;baixa;Montes Claros ;MG;Sudeste;Brasil;Lazer  passeio;0;Participar de shows_eventos ou vida noturna;;;;;;"Compras de outros tipos de produtos;Outro";Visita a Shopping ;Familiares sem filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;;60;0;0;0;110;110;110;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;6;8;;8;8;;9;8;8;8;;10;9;8;8;Bom Mercado de trabalho;;Sol e praia;;Masculino;;Solteiro;27;Ensino medio completo;;Autonomo;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);1;Museu;-19931775;-439385127
quarta;julho;baixa;Sao Paulo;SP;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Outro;Visita a shopping ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;7;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;;19;0;1160;0;1179;1179;1179;;1;Onibus rodoviario;;A pe;;Atendeu plenamente;;Nao;Sim;Sim;Outro;Compras ;5;10;8;6;9;;8;10;;4;;10;9;8;10;Banda Jota Quest;;Contato com a natureza;;Masculino;;Casado;59;Ensino fundamental completo;;Autonomo;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);2;Rodoviaria;;
quarta;julho;baixa;Itabira;MG;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;"Compras de outros tipos de produtos;Outro";Visita ao Centro da cidade e shopping ;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;6;Sim;Sabara;Vespasiano ;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;10;;25;0;300;0;335;335;335;;1;Veiculo Proprio;;Onibus coletivo;;Atendeu plenamente;;Nao;Sim;Sim;Visita a amigos e parentes;;9;10;6;8;9;;9;8;8;9;;10;9;9;10;Completo;;Sol e praia;;Masculino;;Casado;41;Ensino medio completo;;Autonomo;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Rodoviaria;;
quarta;julho;baixa;Brasilia ;DF;Centro-oeste;Brasil;Visita a amigos e parentes;0;;;;;;;Outro;Visita ao Mercado Central ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Aviao;;Carro de amigos ou Parentes;;Superou;;Nao;Sim;Sim;Visita a amigos e parentes;;8;8;;6;8;;8;7;7;5;;10;10;8;8;Comida;;Visitar locais historicos e culturais;;Feminino;;Casado;38;Ensino Superior completo;;Autonomo;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Museu;-199325291;-439376563
quarta;julho;baixa;Passos;MG;Sudeste;Brasil;Saude: tratamento  consulta medica;0;;;;;;;Outro;Visita ao shopping ;Amigos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;;100;0;0;0;150;75;75;;1;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Visita a amigos e parentes;;8;7;;8;8;;9;8;8;9;;10;9;9;8;Bares;;Visitar locais historicos e culturais;;Masculino;;Solteiro;34;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);1;Museu;-199331259;-439381498
quarta;julho;baixa;Araujos ;MG;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Qualificar profissionalmente;;Visitar museu- monumentos historicos;Visitar a Pampulha e Palacio das Artes ;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;4;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Carro de amigos ou Parentes;;Carro de amigos ou Parentes;;Superou;;Sim;;Sim;Lazer;;7;8;;8;8;;9;5;5;8;;10;8;8;10;Pampulha;;Sol e praia;;Masculino;;Solteiro;21;Ensino medio completo;;Estuda;Ate 1 SM (R$ 954.00);1;Museu;-199326119;-439378704
quarta;julho;baixa;Goiania;GO;Centro-oeste;Brasil;Negocios;0;;;Reuniao de trabalho;;;;City tour;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Carro de amigos ou Parentes;;Carro de amigos ou Parentes;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;8;8;;9;9;;9;5;6;8;;10;10;8;7;Savassi;;Diversao noturna;;Feminino;;Solteiro;23;Ensino Superior completo;;Assalariado(a) sem carteira assinada;Nao respondeu;;Museu;-199324037;-439380059
quarta;julho;baixa;Rio de Janeiro;RJ;Sudeste;Brasil;Visita a amigos e parentes;0;;;;;;;Diversao noturna;;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Casa de amigos e parentes;;;;10;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;10;;20;0;30;0;60;60;60;;1;Onibus rodoviario;;Onibus coletivo;; Nao satisfez;Muita demora no atendimento medico;Nao;Sim;Sim;Lazer;;3;4;3;2;7;;6;4;4;7;;6;8;5;7;Mercado Central;;Sol e praia;;Feminino;;Casado;25;Ensino Superior completo;; Desempregado;Nao possui renda;;Museu;-199313589;-439379092
