codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
82639;PRXBN;***;AVIÃO;AIRBUS S.A.S.;A320-271N;***;JATO;SEM TRAÇÃO;79000;79000;0;0;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82638;PSGPG;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SERAFIN ENOSS BERTASO;DECOLAGEM;REGULAR;NENHUM;0
82637;PRTYV;***;AVIÃO;***;A320-214;A320;***;SEM TRAÇÃO;0;0;0;2015;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;***;0
82636;PRMYJ;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;CAMPO GRANDE;POUSO;REGULAR;NENHUM;0
82634;PTMXL;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;TURBOEIXO;BIMOTOR;89000;89000;231;0;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;NÃO IDENTIFICADO;DECOLAGEM;REGULAR;NENHUM;0
82633;PRXMN;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82632;PSAEH;***;AVIÃO;YABORA INDUSTRIA AERONAUTICA S.A;ERJ 190-400;E295;;BIMOTOR;61500;61500;0;2020;BRASIL;BRASIL;AVIÃO;***;TANCREDO NEVES;VIRACOPOS;CRUZEIRO;REGULAR;NENHUM;0
82631;PRAKN;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;GOVERNADOR JOSÉ RICHA;CRUZEIRO;REGULAR;NENHUM;0
82630;PRGUZ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
82629;PRGXR;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;187;0;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;NÃO IDENTIFICADO;DECOLAGEM;REGULAR;NENHUM;0
82628;PRGUA;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
82627;PRGTV;***;AVIÃO;BOEING COMPANY;737-8EH;B738;TURBOEIXO;BIMOTOR;70533;70533;187;2007;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82626;PRVBF;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2008;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82625;PRGUC;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;PRESIDENTE JUSCELINO KUBITSCHEK;INDETERMINADA;REGULAR;NENHUM;0
82624;PTFOT;***;AVIÃO;PIPER AIRCRAFT;PA-34-200T;PA34;PISTÃO;BIMOTOR;2073;2073;0;1977;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;TÁXI;ESPECIALIZADA;LEVE;0
82623;PSGPM;***;AVIÃO;BOEING COMPANY;B378;***;;***;82644;82644;NULL;0;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;CRUZEIRO;REGULAR;LEVE;0
82622;PRPJN;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;143;2019;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
82621;PRGUA;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;CONGONHAS;DECOLAGEM;REGULAR;***;0
82620;PTMZL;***;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;70000;70000;184;2000;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;EDUARDO GOMES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82619;PRYYJ;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;BIMOTOR;79000;79000;NULL;2017;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82618;PRGGE;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2008;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82617;PRGXI;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82616;PRGYA;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;187;0;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82615;PRXMM;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;EURICO DE AGUIAR SALLES;DECOLAGEM;REGULAR;NENHUM;0
82614;PRGGX;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;EURICO DE AGUIAR SALLES;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82613;PRGUP;***;AVIÃO;BOEING COMPANY;737-8HX;B738;JATO;BIMOTOR;79000;79000;193;2012;BRASIL;BRASIL;AVIÃO;***;CATARATAS;ANTONIO CARLOS JOBIM / GALEÃO;INDETERMINADA;REGULAR;NENHUM;0
82612;PRXMN;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;ORLANDO BEZERRA DE MENEZES;POUSO;REGULAR;NENHUM;0
82611;PRGXM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;POUSO;REGULAR;NENHUM;0
82610;PRGXT;***;AVIÃO;BOEING;737-8EH;***;JATO;BIMOTOR;0;0;0;2014;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82609;PRGUH;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79015;79015;187;2011;BRASIL;BRASIL;AVIÃO;***;CATARATAS;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82608;PRXMN;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82607;PRXMV;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MAESTRO WILSON FONSECA;INDETERMINADA;REGULAR;NENHUM;0
82606;PRGUM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2011;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82605;PRXMO;***;AVIÃO;CESSNA AIRCRAFT;182T;C182;;MONOMOTOR;1406;1406;0;0;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82604;PRGUU;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2012;BRASIL;BRASIL;AVIÃO;***;VITÓRIA DA CONQUISTA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82603;PRGUD;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82602;PRGUJ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79015;79015;187;2011;BRASIL;BRASIL;AVIÃO;***;TANCREDO NEVES;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82600;PRCIF;***;AVIÃO;DIAMOND AIRCRAFT;DA 62;DA62;***;SEM TRAÇÃO;2300;2300;0;2022;BRASIL;BRASIL;AVIÃO;***;HERCÍLIO LUZ;GOVERNADOR JOSÉ RICHA;CRUZEIRO;NÃO REGULAR;NENHUM;0
82599;PRAIW;***;AVIÃO;AIRBUS INDUSTRIE;A330-243;A332;JATO;BIMOTOR;230000;230000;284;2002;BRASIL;BRASIL;AVIÃO;***;AEROPORTO HUMBERTO DELGADO;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82598;PRGEC;***;AVIÃO;BOEING COMPANY;737-7EH;B737;JATO;BIMOTOR;66224;66224;156;2011;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82597;PRGXL;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ALUÍZIO ALVES;DECOLAGEM;REGULAR;NENHUM;0
82596;PRGEH;***;AVIÃO;BOEING COMPANY;737-76N;B737;TURBOEIXO;BIMOTOR;65997;65997;146;NULL;BRASIL;BRASIL;AVIÃO;***;SANTOS DUMONT;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82595;PRGUC;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SANTOS DUMONT;DECOLAGEM;REGULAR;NENHUM;0
82594;PSGFA;***;AVIÃO;BOEING COMPANY;737-800;***;JATO;SEM TRAÇÃO;75214;75214;0;0;BRASIL;BRASIL;AVIÃO;***;SENADOR PETRÔNIO PORTELLA;MARECHAL CUNHA MACHADO;DECOLAGEM;REGULAR;NENHUM;0
82593;PSGPI;***;AVIÃO;BOIEING COMPANY;B737-800;B738;;BIMOTOR;82644;82644;0;0;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;NENHUM;0
82591;PRXMK;***;AVIÃO;BEECH AIRCRAFT;58;BE58;;BIMOTOR;2449;2449;0;0;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE CASTRO PINTO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82590;PRGXH;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;TANCREDO NEVES;POUSO;REGULAR;NENHUM;0
82589;PRGXI;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82587;PSGPJ;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2022;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
82586;PSGPA;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;***;ZUMBI DOS PALMARES;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
82585;PRGXP;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;0;2014;BRASIL;BRASIL;AVIÃO;***;SANTOS DUMONT;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82584;PRXMH;***;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;;BIMOTOR;4581;4581;0;0;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;EURICO DE AGUIAR SALLES;DECOLAGEM;REGULAR;NENHUM;0
82583;PRXMO;***;AVIÃO;CESSNA AIRCRAFT;182T;C182;;MONOMOTOR;1406;1406;0;0;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82582;PTRDA;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;2;1980;BRASIL;BRASIL;AVIÃO;***;NINHO DO BACURAU -;SANTA GENOVEVA/GOIÂNIA;TÁXI;ESPECIALIZADA;LEVE;0
82581;PSGPM;***;AVIÃO;BOEING COMPANY;B378;***;;***;82644;82644;NULL;0;BRASIL;BRASIL;AVIÃO;***;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MAESTRO WILSON FONSECA;DECOLAGEM;REGULAR;NENHUM;0
82580;PRGUT;***;AVIÃO;BOEING COMPANY;737-8HX;B738;JATO;BIMOTOR;79000;79000;193;2012;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;GOVERNADOR JOSÉ RICHA;POUSO;REGULAR;NENHUM;0
82579;PRGXV;***;AVIÃO;BOEING COMPANY;737-8EH;***;JATO;BIMOTOR;70533;70533;0;2014;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82578;PRXMF;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;196;2018;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;VAL DE CANS / JÚLIO CEZAR RIBEIRO;DECOLAGEM;REGULAR;NENHUM;0
82577;PRXML;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ALUÍZIO ALVES;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82576;PRGGG;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR JOSÉ RICHA;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
82574;PRGXN;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2014;BRASIL;BRASIL;AVIÃO;REGULAR;REGIONAL HUGO CANTERGIANI;CONGONHAS;POUSO;REGULAR;NENHUM;0
82573;PRXMP;***;AVIÃO;BOEING COMPANY;737-248C;B732;;BIMOTOR;65990;65990;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MAESTRO WILSON FONSECA;DECOLAGEM;REGULAR;NENHUM;0
82572;PRGTM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;TURBOEIXO;BIMOTOR;70533;70533;187;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SÍLVIO NAME JÚNIOR;POUSO;REGULAR;NENHUM;0
82571;PRVBW;***;AVIÃO;BOEING COMPANY;737-7BX;B737;JATO;BIMOTOR;70080;70080;154;2001;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;LAURO KURTZ;POUSO;REGULAR;NENHUM;0
82570;PRSTP;***;AVIÃO;MITSUBISHI;MU-2B-60;MU2;***;SEM TRAÇÃO;5250;5250;0;1980;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;CARAJÁS;TÁXI;TÁXI AÉREO;NENHUM;0
82569;PRMYW;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;HERCÍLIO LUZ;CRUZEIRO;REGULAR;LEVE;0
82568;PTUED;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1988;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;PALMEIRA DAS MISSÕES;PALMEIRA DAS MISSÕES;POUSO;ESPECIALIZADA;SUBSTANCIAL;0
82567;PRAQQ;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;PROFESSOR ERIBERTO MANOEL REINO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82563;PRJKA;***;AVIÃO;AYRES CORPORATION;S-2R;SS2P;PISTÃO;MONOMOTOR;2722;2722;1;1987;BRASIL;BRASIL;AVIÃO;***;FORA DE AERODROMO;AEROCLUBE DE ITÁPOLIS;CRUZEIRO;PRIVADA;NENHUM;0
82562;PRIDC;***;AVIÃO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOÉLICE;MONOMOTOR;2310;2310;6;2010;BRASIL;BRASIL;AVIÃO;***;CAMPO DE MARTE - SP;TANCREDO DE ALMEIDA NEVES;APROXIMAÇÃO FINAL;ESPECIALIZADA;NENHUM;0
82561;PUPAI;***;ULTRALEVE;VECTOR ULTRALIGHT INDUSTRIA E COMERCIO;FOX ADVANCED;ULAC;PISTÃO;MONOMOTOR;417;417;2;1994;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;MURARO - SP;MURARO - SP;CRUZEIRO;EXPERIMENTAL;LEVE;0
82560;PPVIU;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIÃO;PARTICULAR;JOÃO MONTEIRO;JOÃO MONTEIRO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
82559;PPAAX;***;AVIÃO;AIRR TRACTOR;AT-402A;AT3T;***;***;3175;3175;NULL;2018;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRÍCOLA;LEVE;0
82558;PRGGM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;REGULAR;CARAJÁS;MARECHAL CUNHA MACHADO;POUSO;REGULAR;NENHUM;0
82557;PRGUY;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
82556;PSGPD;***;AVIÃO;BOEING COMPANY;737-8 MAX;737;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82555;PSGPK;***;AVIÃO;BOEING;737-8 MAX;DC2;;BIMOTOR;82644;82644;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;ZUMBI DOS PALMARES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82554;PRVBL;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
82553;PSGPL;***;AVIÃO;MCDONNELL DOUGLAS;DC-3;DC3;;BIMOTOR;11431;11431;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
82552;PRGGZ;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82551;PRGTM;***;AVIÃO;BOEING COMPANY;737-8EH;B738;TURBOEIXO;BIMOTOR;70533;70533;187;2007;BRASIL;BRASIL;AVIÃO;REGULAR;SÍLVIO NAME JÚNIOR;GOVERNADOR ANDRÉ FRANCO MONTORO;INDETERMINADA;REGULAR;NENHUM;0
82550;PRGTL;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79015;79015;194;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
82549;PRXME;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;196;2018;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82548;PRGUN;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2012;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;JOÃO CORREA DA ROCHA;POUSO;REGULAR;NENHUM;0
82547;PSGPF;***;AVIÃO;BOEING COMPANY;737-8 MAX;Boeig;;BIMOTOR;82190;82190;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;JORGE NEWBERY AIRFIELD;DECOLAGEM;REGULAR;NENHUM;0
82545;PRMHE;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;POUSO;REGULAR;NENHUM;0
82544;PTMXG;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2010;BRASIL;BRASIL;AVIÃO;REGULAR;ZUMBI DOS PALMARES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82543;PRAXT;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SÍLVIO NAME JÚNIOR;POUSO;REGULAR;NENHUM;0
82542;PRPJN;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;143;2019;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SERAFIN ENOSS BERTASO;DECOLAGEM;REGULAR;NENHUM;0
82541;PRETT;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1976;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;PRIVADA;NENHUM;0
82540;PTFNA;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1905;1905;1;1974;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
82539;PTUSP;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2004;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;ESPECIALIZADA;SUBSTANCIAL;0
82538;PRAYF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL CUNHA MACHADO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
82537;PPJAH;***;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2013;BRASIL;BRASIL;AVIÃO;PARTICULAR;PIMENTA BUENO;BRIGADEIRO CAMARÃO;CRUZEIRO;PRIVADA;NENHUM;0
82536;PTXPD;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82535;PTXPE;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
