codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
82433;PRMHE;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;POUSO;REGULAR;NENHUM;0
82432;PRXMJ;***;AVIÃO;Boeing Company;737-8 MAX;B38M;;BIMOTOR;82644;82644;186;2021;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82431;PRXMM;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;HERCÍLIO LUZ;POUSO;REGULAR;NENHUM;0
82430;PRAXF;***;AVIÃO;EMBRAER;ERJ 190-200 LR;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL RONDON;AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN;POUSO;REGULAR;NENHUM;0
82429;PRANY;***;AVIÃO;AIRBUS S.A.S.;A330-941;A339;JATO;BIMOTOR;242000;242000;0;2019;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;EXTERIOR;DECOLAGEM;REGULAR;NENHUM;0
82428;PRVBW;***;AVIÃO;BOEING COMPANY;737-7BX;B737;JATO;BIMOTOR;70080;70080;154;2001;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;TANCREDO NEVES;INDETERMINADA;REGULAR;NENHUM;0
82426;PRXMN;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;TANCREDO NEVES;POUSO;REGULAR;NENHUM;0
82425;PRXBB;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82424;PTMXF;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2010;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;EDUARDO GOMES;POUSO;REGULAR;LEVE;0
82423;CCBCD;***;AVIÃO;AIRBUS;A320;***;***;SEM TRAÇÃO;64000;64000;0;0;CHILE;CHILE;AVIÃO;REGULAR;JORGE CHÁVEZ INTERNATIONAL AIRPORT;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;***;0
82422;N702CA;***;AVIÃO;BOING COMPANY;B747;***;***;SEM TRAÇÃO;385553;385553;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;NÃO REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO INTERNACIONAL DE CARRASCO - GENERAL CESARIO L BERISSO;DECOLAGEM;NÃO REGULAR;NENHUM;0
82421;PRTYT;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;0;2015;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;EURICO DE AGUIAR SALLES;POUSO;REGULAR;LEVE;0
82420;PTTML;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;***;JATO;BIMOTOR;70000;70000;153;0;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82419;PRMHQ;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;CONGONHAS;INDETERMINADA;REGULAR;LEVE;0
82417;PRXBA;***;AVIÃO;AIRBUS INDUSTRIE;A320-271N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;***;0
82416;PTXPB;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;2014;BRASIL;BRASIL;AVIÃO;REGULAR;HERCÍLIO LUZ;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82414;PRYJE;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;***;***;89000;89000;NULL;2021;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82413;PRMHQ;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;EURICO DE AGUIAR SALLES;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82412;PRXBJ;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;;MONOMOTOR;1497;1497;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;PINTO MARTINS;DECOLAGEM;REGULAR;NENHUM;0
82411;PRTYP;***;AVIÃO;AIRBUS S.A.S.;A320-214;A320;***;SEM TRAÇÃO;78000;78000;0;2015;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;AFONSO PENA;DECOLAGEM;REGULAR;***;0
82410;PRYFF;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2002;BRASIL;BRASIL;HELICÓPTERO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82409;PRYSK;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;***;77000;77000;NULL;2022;BRASIL;BRASIL;AVIÃO;REGULAR;MINISTRO VICTOR KONDER;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82408;PRYSG;***;AVIÃO;AIRBUS S.A.S.;A320-251N;***;JATO;BIMOTOR;77000;77000;NULL;2020;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82406;PSAEH;***;AVIÃO;YABORA INDUSTRIA AERONAUTICA S.A;ERJ 190-400;E295;;BIMOTOR;61500;61500;0;2020;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82404;PRMAK;***;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2002;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82403;PTTPB;***;AVIÃO;EMBRAER;ERJ 190-100 ECJ;E190;JATO;BIMOTOR;54500;54500;23;2013;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;PRESIDENTE JUSCELINO KUBITSCHEK;SUBIDA;REGULAR;NENHUM;0
82402;PRGEH;***;AVIÃO;BOEING COMPANY;737-76N;B737;TURBOEIXO;BIMOTOR;65997;65997;146;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82401;PRGGW;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;NENHUM;0
82400;PRTYA;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2013;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;CAMPO GRANDE;POUSO;REGULAR;NENHUM;0
82399;PRMYI;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;DECOLAGEM;REGULAR;***;0
82398;PRYSA;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A320;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
82397;PSLBB;***;AVIÃO;BOEING COMPANY;737-33A;B733;;BIMOTOR;62276;62276;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;GOVERNADOR ALUÍZIO ALVES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82396;PRMYO;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2011;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTA GENOVEVA/GOIÂNIA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82395;PRMYP;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82394;PRMYA;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82393;PTMUH;***;AVIÃO;BOEING COMPANY;777-32WER;B77W;JATO;BIMOTOR;346544;346544;384;2012;BRASIL;BRASIL;AVIÃO;REGULAR;AEROPORTO HUMBERTO DELGADO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
82392;PTMXJ;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2013;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL RONDON;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82391;PRAQT;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;70;0;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;NENHUM;0
82390;PRAXC;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82389;PSAPA;***;AVIÃO;HAWKER BEECHCRAFT;B200GT;***;***;SEM TRAÇÃO;5670;5670;0;0;BRASIL;BRASIL;AVIÃO;***;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;FORMOSA;DECOLAGEM;PRIVADA;LEVE;0
82388;PRXMX;***;AVIÃO;BOEING;B738;***;***;SEM TRAÇÃO;82644;82644;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MINISTRO VICTOR KONDER;POUSO;REGULAR;LEVE;0
82387;PTXPE;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE CASTRO PINTO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82386;PTMXM;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;TURBOEIXO;BIMOTOR;89000;89000;231;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;HERCÍLIO LUZ;POUSO;REGULAR;NENHUM;0
82385;CP1871;***;AVIÃO;CESSNA AIRCRAFT;***;***;***;SEM TRAÇÃO;757;757;0;0;BOLÍVIA;BOLÍVIA;AVIÃO;***;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;***;SUBSTANCIAL;0
82384;PTKHI;***;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1974;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;MAX FONTOURA;MAX FONTOURA;CRUZEIRO;PRIVADA;NENHUM;0
82383;PRBOA;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2007;BRASIL;BRASIL;HELICÓPTERO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;POLICIAL;LEVE;0
82381;PTXPF;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82380;PRYSG;***;AVIÃO;AIRBUS S.A.S.;A320-251N;***;JATO;BIMOTOR;77000;77000;NULL;2020;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL CUNHA MACHADO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
82379;PSLBB;***;AVIÃO;BOEING COMPANY;737-33A;B733;;BIMOTOR;62276;62276;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;***;0
82378;PRGTV;***;AVIÃO;BOEING COMPANY;737-8EH;B738;TURBOEIXO;BIMOTOR;70533;70533;187;2007;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
82377;PRYRV;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;160;0;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
82376;PRYSA;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A320;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82375;PSAEG;***;AVIÃO;YABORA INDUSTRIA AERONAUTICA S.A;ERJ 190-400;E295;;MONOMOTOR;1542;1542;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;RONDONÓPOLIS;POUSO;REGULAR;NENHUM;0
82374;PRYSE;***;AVIÃO;AIRBUS;A320-251N;***;JATO;BIMOTOR;0;0;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
82373;PRYXB;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR 72-212A(600);***;***;***;23000;23000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;LAURO CARNEIRO DE LOYOLA;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82372;PRAKN;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LEITE LOPES;POUSO;REGULAR;NENHUM;0
82371;PRYSH;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;TANCREDO NEVES;POUSO;REGULAR;NENHUM;0
82370;PRYRA;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;2016;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82369;PRYSN;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SANTA GENOVEVA/GOIÂNIA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82368;PRYYH;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2017;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL RONDON;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82367;PRYSI;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;NULL;2022;BRASIL;BRASIL;AVIÃO;REGULAR;PROFESSOR ERIBERTO MANOEL REINO;GOVERNADOR ALUÍZIO ALVES;DECOLAGEM;REGULAR;NENHUM;0
82366;PRMYI;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82365;PRAXS;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
82364;PRAQA;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;SENADOR NILO COELHO;POUSO;REGULAR;NENHUM;0
82363;PRAQL;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR JOSÉ RICHA;AFONSO PENA;POUSO;REGULAR;NENHUM;0
82362;PPEJJ;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1996;BRASIL;BRASIL;HELICÓPTERO;ESPECIALIZADA;EMBAIXADOR WALTHER MOREIRA SALLES;FORA DE AERODROMO;APROXIMAÇÃO FINAL;POLICIAL;LEVE;0
82361;PSEHM;***;AVIÃO;PIPER AIRCRAFT;PA46;***;***;SEM TRAÇÃO;1950;1950;0;0;BRASIL;BRASIL;AVIÃO;***;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
82360;PPZBO;***;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
82359;PPDLA;***;AVIÃO;PIAGGIO AERO INDUSTRIES;P.180;P180;TURBOÉLICE;BIMOTOR;5489;5489;10;2012;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;ESTÂNCIA SANTA MARIA;ESTÂNCIA SANTA MARIA;TÁXI;POLICIAL;LEVE;0
82358;PTMEE;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1993;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;PLÁCIDO DE CASTRO;JOÃO FONSECA - AM;DECOLAGEM;TÁXI AÉREO;DESTRUÍDA;12
82357;PRNJR;***;AVIÃO;CESSNA AIRCRAFT;525C;C25C;JATO;BIMOTOR;7688;7688;11;2011;BRASIL;BRASIL;AVIÃO;***;FRIGO ESTRELA;CONGONHAS;POUSO;PRIVADA;LEVE;0
82354;PRYRZ;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
82353;PRYJC;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;JATO;BIMOTOR;93500;93500;NULL;2020;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82352;PRYSH;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;TANCREDO NEVES;DECOLAGEM;REGULAR;LEVE;0
82351;PRAUF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;0;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82350;PRAUI;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;LAURO KURTZ;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82349;PRMYQ;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82347;PTXPF;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;DECOLAGEM;REGULAR;NENHUM;0
82346;PRMYO;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2011;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;CAMPO GRANDE;POUSO;REGULAR;NENHUM;0
82345;PRXBC;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82344;PTXPO;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;231;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82343;PRGTV;***;AVIÃO;BOEING COMPANY;737-8EH;B738;TURBOEIXO;BIMOTOR;70533;70533;187;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;NENHUM;0
82342;PRMHI;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR JOSÉ RICHA;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82341;PRMBA;***;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;184;2006;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;LEITE LOPES;POUSO;REGULAR;NENHUM;0
82340;PRTYD;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2013;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;EURICO DE AGUIAR SALLES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82339;PTMXF;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2010;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;EDUARDO GOMES;POUSO;REGULAR;NENHUM;0
82338;PRGIH;***;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;70080;70080;153;2004;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
82337;PRYYK;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;HERCÍLIO LUZ;POUSO;REGULAR;NENHUM;0
82335;PRXBD;***;AVIÃO;AIRBUS S.A.S.;A320-273N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;LEVE;0
82332;PRAYW;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;CAMPO GRANDE;POUSO;REGULAR;NENHUM;0
82330;PRGEJ;***;AVIÃO;BOEING COMPANY;737-76N;B737;TURBOEIXO;BIMOTOR;70080;70080;146;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SERAFIN ENOSS BERTASO;POUSO;REGULAR;NENHUM;0
82329;PRGEK;***;AVIÃO;BOEING COMPANY;737-76N;B737;JATO;BIMOTOR;70080;70080;146;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;ADALBERTO MENDES DA SILVA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82328;PTLYU;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2495;2495;6;1990;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;JACAREPAGUÁ;SOROCABA;TÁXI;ESPECIALIZADA;LEVE;0
82327;*****;***;***;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;***;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;***;SUBSTANCIAL;0
